title, publication, authors, date, year, month, url, content
Reparations Are More Likely to Divide the Nation Than Heal It - Reason.com,reason.com,loveconstitution1789,04-05-2019,2019,4,https://reason.com/archives/2019/04/05/reparations-likely-to-divide-not-heal#comment_7748680,The fact you agree to pay means you will have to pay more.
Reparations Are More Likely to Divide the Nation Than Heal It - Reason.com,reason.com,loveconstitution1789,04-05-2019,2019,4,https://reason.com/archives/2019/04/05/reparations-likely-to-divide-not-heal#comment_7748679,"Democrats created segregation, jim crowe laws, and the KKK. Democrats also are the party of slavery.
Any reparations comes from taxpayers who never owned slaves and were not slaves themselves.
Redistribution of wealth to buy votes is their goal."
Reparations Are More Likely to Divide the Nation Than Heal It - Reason.com,reason.com,Sevo,04-05-2019,2019,4,https://reason.com/archives/2019/04/05/reparations-likely-to-divide-not-heal#comment_7748661,"Oh, and don't bother with more BS regarding reparations to the Japanese as a result of that scumbag FDR's internment.
Those were not paid to anyone who had one drop of Japanese blood; they were paid to those and the direct descendants who were dispossessed by FDR.
Just to make sure any and all racists understand..."
Reparations Are More Likely to Divide the Nation Than Heal It - Reason.com,reason.com,Sevo,04-05-2019,2019,4,https://reason.com/archives/2019/04/05/reparations-likely-to-divide-not-heal#comment_7748653,"The Chinese, the Irish, Catholics, and others suffered similarly; I'm sure you have a plan to make sure *they* are all made whole.
Alternatively, you could read most anything by Thomas Sowell and see that ""blacks"" were not only uniformly mistreated, but even if they were, individuals seemed to do fine.
IOWs, fuck off, racist."
Complicated Rules For Foraging Aren’t Helping Our National Parks - Reason.com,reason.com,Vernon Depner,04-06-2019,2019,4,https://reason.com/archives/2019/04/06/complicated-rules-for-foraging-arent-hel#comment_7748722,"You're brushing off what Native Americans ACTUALLY SAY about what they believe in favor of your theory and agenda, and I'M arrogant? Go fuck yourself."
Complicated Rules For Foraging Aren’t Helping Our National Parks - Reason.com,reason.com,Vernon Depner,04-06-2019,2019,4,https://reason.com/archives/2019/04/06/complicated-rules-for-foraging-arent-hel#comment_7748736,"Yes, that is incorrect. That was my point. That's why they get poisoned."
Mark Zuckerberg Calls for Government Regulation of Political Speech on Facebook - Hit & Run : Reason.com,reason.com,Entelechy,04-06-2019,2019,4,https://reason.com/blog/2019/04/05/mark-zuckerberg-calls-for-government-reg#comment_7748729,Dress for Repress.
"Jeff Flake Reveals Death Threats, Says a Democratic President Would Be Better Than Trump - Hit & Run : Reason.com",reason.com,buybuydandavis,04-06-2019,2019,4,https://reason.com/blog/2019/04/05/jeff-flake-reveals-death-threats-says-a#comment_7748741,"""Moderate"" is no more a political position than ""Centrist"".
Moderate just means ""less archtypal"". A moderate Republican could have 0 in common with moderate Democrat, or a lot in common with them."
The Yale Professor Attacked by Angry Students Over Halloween Costumes Believes Evolution Wants Us To Get Along - Reason.com,reason.com,Ghatanathoah,04-01-2019,2019,4,https://reason.com/reasontv/2019/04/05/the-yale-professor-attacked-by-angry-stu#comment_7748718,"Christakis is right, evolution allows human beings to organize into large peaceful and highly coordinated groups who are able to get along without violence.
Then that large, highly coordinated group cooperates together to kick the asses of people and groups who have pissed it off.
It takes a certain level of peaceful coordination in order to commit large scale atrocities and perpetrate large-scale oppression."
Rep. Alexandria Ocasio-Cortez Is Wrong: There Is No Looming Climate Change 'Expiration Date' - Hit & Run : Reason.com,reason.com,Finrod,04-06-2019,2019,4,https://reason.com/blog/2019/04/05/rep-alexandria-ocasio-cortez-is-wrong-th#comment_7748719,Silence is golden. Duct tape is silver.
"Final Version, ""Compelled Decryption and the Privilege Against Self-Incrimination"" - Volokh Conspiracy : Reason.com",reason.com,Orin Kerr,04-06-2019,2019,4,https://reason.com/volokh/2019/04/05/final-version-compelled-decryption-and-t#comment_7748732,"Gasman, I think you are mixing up the inevitable discovery doctrine in 4th and 6th Amendment law -- a limit on the exclusionary rule, based on a notion of but for cause -- with the foregone conclusion doctrine in 5th Amendment law -- an aspect of the underlying right, based on an effort to identify what is incriminating. I don't see how they are similar, FWIW."
"Final Version, ""Compelled Decryption and the Privilege Against Self-Incrimination"" - Volokh Conspiracy : Reason.com",reason.com,Orin Kerr,04-06-2019,2019,4,https://reason.com/volokh/2019/04/05/final-version-compelled-decryption-and-t#comment_7748733,"Gasman, I think you are mixing up the inevitable discovery doctrine in 4th and 6th Amendment law -- a limit on the exclusionary rule, based on a notion of but for cause -- with the foregone conclusion doctrine in 5th Amendment law -- an aspect of the underlying right, based on an effort to identify what is incriminating. I don't see how they are similar, FWIW."
"Final Version, ""Compelled Decryption and the Privilege Against Self-Incrimination"" - Volokh Conspiracy : Reason.com",reason.com,Orin Kerr,04-06-2019,2019,4,https://reason.com/volokh/2019/04/05/final-version-compelled-decryption-and-t#comment_7748731,"Gasman, I think you are mixing up the inevitable discovery doctrine in 4th and 6th Amendment law -- a limit on the exclusionary rule, based on a notion of but for cause -- with the foregone conclusion doctrine in 5th Amendment law -- an aspect of the underlying right, based on an effort to identify what is incriminating. I don't see how they are similar, FWIW."
