title, publication, authors, date, year, month, url, content
Alexandra Bell Looks Back at the Central Park Five Case,video.newyorker.com,,04-16-2019,2019,4,https://video.newyorker.com/watch/alexandra-bell-looks-back-at-the-central-park-five-case,"Subscribe to 'The New Yorker' on YouTube to keep up with all of our latest videos and shows. When autocomplete results are available use up and down arrows to review and enter to select. The New Yorker Videos Alexandra Bell Looks Back at the Central Park Five Case Thirty years after the notorious crime and wrongful conviction, an artist looks at the responsibilities of journalism."
Watch Annals of Obsession | How Millennials Use Houseplants to Connect with Nature | The New Yorker Video | CNE,video.newyorker.com,,04-17-2019,2019,4,https://video.newyorker.com/watch/obsessions-how-millennials-use-houseplants-to-connect-with-nature,Subscribe to 'The New Yorker' on YouTube to keep up with all of our latest videos and shows. When autocomplete results are available use up and down arrows to review and enter to select. 
A First Responder Remembers the Columbine Massacre,video.newyorker.com,,04-19-2019,2019,4,https://video.newyorker.com/watch/columbine-colwell-linear,"Subscribe to 'The New Yorker' on YouTube to keep up with all of our latest videos and shows. When autocomplete results are available use up and down arrows to review and enter to select. The New Yorker Videos News A First Responder Remembers the Columbine Massacre There was no awareness on April 20, 1999 that the day would become a turning point in medical history."
Watch Caption That Cartoon | How To Write A New Yorker Cartoon Caption: Zach Galifianakis & Zoe Saldana Edition | The New Yorker Video | CNE,video.newyorker.com,,04-17-2019,2019,4,https://video.newyorker.com/watch/how-to-write-a-new-yorker-cartoon-caption-zach-galifianakis-zoe-saldana-edition,Subscribe to 'The New Yorker' on YouTube to keep up with all of our latest videos and shows. When autocomplete results are available use up and down arrows to review and enter to select. 
Why Noise Pollution Is More Dangerous Than We Think,video.newyorker.com,,05-08-2019,2019,5,https://video.newyorker.com/watch/the-backstory-why-noise-pollution-is-more-dangerous-than-we-think,Subscribe to 'The New Yorker' on YouTube to keep up with all of our latest videos and shows. When autocomplete results are available use up and down arrows to review and enter to select. 
"The Royal Babies, Then and Now",video.newyorker.com,,05-08-2019,2019,5,https://video.newyorker.com/watch/the-royal-babies-then-and-now,"Subscribe to 'The New Yorker' on YouTube to keep up with all of our latest videos and shows. When autocomplete results are available use up and down arrows to review and enter to select. The New Yorker Videos Culture The Royal Babies, Then and Now Meghan Markle and Prince Harry welcomed a royal baby boy. While the newborn broke traditions new and old, his birth sparked memories of the royal births carried out by Kate Middleton and Princess Diana. Watch the events play out side by side."
