title, publication, authors, date, year, month, url, content
"Sportswriter Who Accused Trump of Cheating Challenges the Prez: 18 Holes, 'No Cheating Caddies' | Breitbart",www.breitbart.com,Teddy Edwards,04-02-2019,2019,4,https://www.breitbart.com/sports/2019/04/02/sportswriter-who-accused-trump-of-cheating-challenges-the-prez-18-holes-no-cheating-caddies/#post-12,"Trump is almost 73.
Reilly is a young 60.
What the hell is this about?
Who publicly calls someone a ""cheater"" without evidence?
A lowlife does. In every book."
Men's 'Cuddling Group' Hopes to 'Heal Trauma' and Redefine Manhood,www.breitbart.com,Ed5466,04-02-2019,2019,4,https://www.breitbart.com/sports/2019/04/02/mens-cuddling-group-hopes-to-heal-trauma-and-redefine-manhood/#post-13,Pu$$ies.
Men's 'Cuddling Group' Hopes to 'Heal Trauma' and Redefine Manhood,www.breitbart.com,Coleman,04-02-2019,2019,4,https://www.breitbart.com/sports/2019/04/02/mens-cuddling-group-hopes-to-heal-trauma-and-redefine-manhood/#post-14,Sounds like a bunch of Beta males needing some extra bromance. Just more Liberal safe space BS.
Men's 'Cuddling Group' Hopes to 'Heal Trauma' and Redefine Manhood,www.breitbart.com,Ridgeback,04-02-2019,2019,4,https://www.breitbart.com/sports/2019/04/02/mens-cuddling-group-hopes-to-heal-trauma-and-redefine-manhood/#post-15,This is no more than a ruse to brake social norms to promote gender fluidity. Just more of the toxic left's BS!
AP Sources: AAF Suspending Operations 8 Games Into Season | Breitbart,www.breitbart.com,Bongs,04-02-2019,2019,4,https://www.breitbart.com/sports/2019/04/02/ap-sources-aaf-suspending-operations-8-games-into-season/#post-7,"oh, you mean the pac12"
AP Sources: AAF Suspending Operations 8 Games Into Season | Breitbart,www.breitbart.com,StopCallingMe Shirley,04-02-2019,2019,4,https://www.breitbart.com/sports/2019/04/02/ap-sources-aaf-suspending-operations-8-games-into-season/#post-8,Only you and thousands of 6 year olds would notice
UPenn's Joe Biden Center Has 'No Comment' on Hair-Sniffing Scandal | Breitbart,www.breitbart.com,Navy_Vet,04-02-2019,2019,4,https://www.breitbart.com/tech/2019/04/02/upenns-joe-biden-center-has-no-comment-on-hair-sniffing-scandal/#post-56,"The University of Pennsylvania, which is home to the Biden Center for Diplomacy and Global Engagement, has announced a new ""Global Engagement"" display of hair samples, sniffed by Joe during his foreign excursions."
UPenn's Joe Biden Center Has 'No Comment' on Hair-Sniffing Scandal | Breitbart,www.breitbart.com,ISeeaBadMoonRising,04-02-2019,2019,4,https://www.breitbart.com/tech/2019/04/02/upenns-joe-biden-center-has-no-comment-on-hair-sniffing-scandal/#post-59,"Cory Booker, the first black Spartacus."
UPenn's Joe Biden Center Has 'No Comment' on Hair-Sniffing Scandal | Breitbart,www.breitbart.com,LawyerDave,04-02-2019,2019,4,https://www.breitbart.com/tech/2019/04/02/upenns-joe-biden-center-has-no-comment-on-hair-sniffing-scandal/#post-32,"Slow news day: Bb wastes an entire article for ""no comment."""
UPenn's Joe Biden Center Has 'No Comment' on Hair-Sniffing Scandal | Breitbart,www.breitbart.com,RossBill,04-02-2019,2019,4,https://www.breitbart.com/tech/2019/04/02/upenns-joe-biden-center-has-no-comment-on-hair-sniffing-scandal/#post-34,"Well, in his earlier years Biden was known for having a bad temper. So there are worse things than hair sniffing."
UPenn's Joe Biden Center Has 'No Comment' on Hair-Sniffing Scandal | Breitbart,www.breitbart.com,Tim King,04-02-2019,2019,4,https://www.breitbart.com/tech/2019/04/02/upenns-joe-biden-center-has-no-comment-on-hair-sniffing-scandal/#post-33,"Hey UPenn, what did you hope to achieve with a Biden Center, knowledge leadership in Gropeology, or how to achieve 1% of the primary vote in three successive elections?"
UPenn's Joe Biden Center Has 'No Comment' on Hair-Sniffing Scandal | Breitbart,www.breitbart.com,adamshifthead,04-02-2019,2019,4,https://www.breitbart.com/tech/2019/04/02/upenns-joe-biden-center-has-no-comment-on-hair-sniffing-scandal/#post-40,"It is a fetish. As liberals go it's a mild fetish. Many enjoy the smell of rich Corinthian leather from bicycle seats, mostly after they've been used a great deal on hot days. When there's a lot of bicycle seats missing in a particular area, you know they're hang as trophies on the den wall of some liberal politicians home."
