distance,word1,word2
0.794303834438324,trump,accused
0.7506160736083984,trump,supreme
0.6844221949577332,trump,north
0.7875283658504486,trump,leader
0.7261605858802795,trump,church
0.8593544960021973,trump,amendment
0.8621263056993484,trump,crisis
0.7509898245334625,trump,tweet
0.8350968360900879,trump,gun
0.6722890138626099,trump,hillary
0.7716455012559891,trump,texas
0.817637249827385,trump,research
0.7494111657142639,trump,violence
0.7719495892524719,trump,freedom
0.7851336896419525,trump,policies
0.7172210216522217,trump,voters
0.8928194046020508,trump,executive
0.8159032911062241,trump,truth
0.7400053143501282,trump,charges
0.7406202852725983,trump,claimed
0.9191669523715973,trump,christian
0.6802025735378265,trump,warren
0.9146484062075615,trump,civil
0.7222323715686798,trump,mayor
0.7672040462493896,trump,economic
0.8586347103118896,trump,majority
0.7242382168769836,trump,families
0.7348015904426575,trump,senior
0.7440456748008728,trump,hate
0.795976385474205,trump,collusion
0.8348166048526764,trump,wall
0.7183826267719269,trump,race
0.8194850385189056,trump,source
0.8312777578830719,trump,education
0.7680132687091827,trump,kids
0.6178174018859863,trump,buttigieg
0.7119603455066681,trump,actions
0.7124761641025543,trump,rule
0.6718795895576477,trump,flynn
0.760919913649559,trump,immigrants
0.7748603224754333,trump,term
0.6929249465465546,trump,bernie
0.7996047735214233,trump,liberal
0.7951317131519318,trump,migrants
0.7852001637220383,trump,threat
0.8004784286022186,trump,hope
0.6998863518238068,trump,authorities
0.698822945356369,trump,documents
0.7374590337276459,trump,chairman
0.6715499460697174,trump,vice
0.792351245880127,trump,candidates
0.8686732351779938,trump,countries
0.6400547921657562,trump,doj
0.8602979481220245,trump,surveillance
0.7797403633594513,trump,congressional
0.7665979266166687,trump,society
0.8400806337594986,trump,faith
0.6918574869632721,trump,comey
0.8366446495056152,trump,medical
0.7636513859033585,trump,southern
0.8188571482896805,trump,economy
0.7784515768289566,trump,opinion
0.7807053476572037,trump,alleged
0.7925174534320831,trump,international
0.8349019587039948,trump,class
0.794395312666893,trump,citizens
0.8112503588199615,trump,star
0.7047884464263916,trump,sexual
0.7454231679439545,trump,union
0.6561670005321503,trump,legislation
0.8690125197172165,trump,british
0.7041903138160706,trump,guilty
0.8324064314365387,trump,jewish
0.7233977317810059,trump,jews
0.7804190367460251,trump,prison
0.7538328915834427,trump,climate
0.7845130562782288,trump,passed
0.7916660308837891,trump,constitutional
0.7613129019737244,trump,probe
0.7219058573246002,trump,opposition
0.6835793852806091,trump,elected
0.7465327382087708,trump,debate
0.9174814224243164,trump,shooting
0.7904809713363647,trump,gay
0.7586946785449982,trump,primary
0.7334220707416534,trump,minister
0.7161763310432434,trump,conservatives
0.7185179591178894,trump,asylum
0.7638274431228638,trump,gender
0.8407915383577347,trump,constitution
0.8513489663600922,trump,progressive
0.7963395565748215,trump,leadership
0.7538034617900848,trump,testimony
0.875687763094902,trump,crimes
0.7351844012737274,trump,homeland
0.8549663126468658,trump,abortions
0.744042843580246,trump,officers
0.8027085065841675,trump,florida
0.7650499641895294,trump,terrorist
0.7793883681297302,trump,ban
0.7993457764387131,trump,dangerous
0.7324383556842804,trump,reporters
0.7754108607769012,trump,drug
0.8092356324195862,trump,muslim
0.6965589821338654,trump,tariffs
0.888409286737442,trump,chinese
0.7386083006858826,trump,catholic
0.7480159401893616,trump,georgia
0.9365150704979897,trump,green
0.7976181209087372,trump,racist
0.7676021754741669,trump,reporter
0.862616091966629,trump,agencies
0.7543601393699646,trump,veterans
0.9338194578886032,trump,murder
0.7387198805809021,trump,schools
0.8144752085208893,trump,investigations
0.7927039563655853,trump,senator
0.7684722542762756,trump,jobs
0.8035337328910828,trump,employees
0.7801662683486938,trump,financial
0.7753361910581589,trump,authority
0.8084023594856262,trump,fear
0.789030909538269,trump,nuclear
0.7586870193481445,trump,red
0.6033744215965271,president,trump
0.7211155891418457,president,people
0.8136730492115021,president,state
0.7955820113420486,president,house
0.7262911796569824,president,report
0.793097198009491,president,news
0.726565033197403,president,mueller
0.8647422194480896,president,american
0.6132931113243103,president,government
0.6709089875221252,president,law
0.7567463517189026,president,democrats
0.8534047901630402,president,right
0.7365429103374481,president,campaign
0.8259012699127197,president,states
0.7597316950559616,president,media
0.6849853694438934,president,department
0.7528820335865021,president,us
0.6831981837749481,president,barr
0.9200643450021744,president,political
0.6254119277000427,president,white
0.6413668990135193,president,justice
0.6415484547615051,president,world
0.7614983469247818,president,public
0.7880714535713196,president,democratic
0.6385744214057922,president,country
0.800416886806488,president,investigation
0.7965064942836761,president,court
0.7677664309740067,president,border
0.7849419564008713,president,national
0.6768476068973541,president,left
0.7657213658094406,president,united
0.7642072588205338,president,fbi
0.7574083507061005,president,america
0.7433599233627319,president,abortion
0.708479642868042,president,twitter
0.5829225182533264,president,administration
0.6298364400863647,president,attorney
0.7721071690320969,president,women
0.621121734380722,president,biden
0.741937667131424,president,congress
0.7453280091285706,president,children
0.8121276795864105,president,party
0.8195899426937103,president,police
0.687929093837738,president,bill
0.889156386256218,president,security
0.7389253377914429,president,committee
0.7404671013355255,president,work
0.6733618378639221,president,man
0.8709494173526764,president,federal
0.8333143293857574,president,washington
0.7860219031572342,president,election
0.8996202200651169,president,policy
0.697643905878067,president,russia
0.7567063868045807,president,family
0.7405033111572266,president,officials
0.7994543015956879,president,anti
0.8362346440553665,president,counsel
0.6544517278671265,president,donald
0.6367834508419037,president,obama
0.8221623599529266,president,statement
0.8257059156894684,president,presidential
0.8172483146190643,president,power
0.8344716876745224,president,war
0.851588562130928,president,rights
0.916596032679081,president,foreign
0.799841120839119,president,americans
0.7882774770259857,president,care
0.8961259052157402,president,social
0.7787105888128281,president,fact
0.9080076813697815,president,health
0.8008259236812592,president,students
0.6708854734897614,president,clinton
0.8132679760456085,president,intelligence
0.7826099246740341,president,evidence
0.7952205091714859,president,human
0.7923565357923508,president,deal
0.8344799429178238,president,believe
0.7457389831542969,president,senate
0.7857994139194489,president,free
0.6040876507759094,president,woman
0.6665968298912048,president,sanders
0.7438687384128571,president,men
0.862578496336937,president,immigration
0.7286152243614197,president,change
0.8725515455007553,president,point
0.7833254039287567,president,rep
0.7610104233026505,president,russian
0.8467981517314911,president,republican
0.9137549921870232,president,legal
0.8473605066537857,president,speech
0.7619727849960327,president,story
0.7853470891714096,president,decision
0.6719516217708588,president,director
0.7104237675666809,president,system
0.723523885011673,president,child
0.8528984636068344,president,tax
0.6068630516529083,president,mexico
0.726454108953476,president,history
0.7866720110177994,president,money
0.794279009103775,president,crime
0.7162789702415466,president,order
0.8402023315429688,president,released
0.8264909088611603,president,plan
0.7302462160587311,president,military
0.76673324406147,president,secretary
0.8105838894844055,president,vote
0.8574481904506683,president,illegal
0.835639625787735,president,israel
0.8180772811174393,president,iran
0.8437340259552002,president,politics
0.7652537524700165,president,college
0.7317148745059967,president,working
0.8257833272218704,president,community
0.7507648468017578,president,death
0.7623819708824158,president,china
0.7823052853345871,president,pelosi
0.6796123385429382,president,nation
0.7822327464818954,president,republicans
0.9201205745339394,president,control
0.7920034676790237,president,black
0.7535132616758347,president,god
0.7958196550607681,president,job
0.7268341779708862,president,california
0.9190106987953186,president,criminal
0.9629263691604137,president,conservative
0.6729147434234619,president,candidate
0.7433075606822968,president,official
0.7368778586387634,president,democrat
0.8366936445236206,president,cortez
0.7390694618225098,president,defense
0.7005420625209808,president,omar
0.8836694806814194,president,ocasio
0.8607538938522339,president,impeachment
0.7999348789453506,president,press
0.724986344575882,president,attack
0.7603569179773331,president,reports
0.8343203812837601,president,enforcement
0.8847952783107758,president,attacks
0.8235767185688019,president,laws
0.7603555619716644,president,accused
0.6996206939220428,president,supreme
0.7666623741388321,president,north
0.7269160151481628,president,leader
0.8232339918613434,president,church
0.6760724782943726,president,amendment
0.8875016495585442,president,crisis
0.8042244017124176,president,tweet
0.7971552908420563,president,gun
0.7641599625349045,president,hillary
0.7878260612487793,president,texas
0.8376425057649612,president,research
0.9380920231342316,president,violence
0.709417462348938,president,freedom
0.8415516465902328,president,policies
0.8141452372074127,president,voters
0.7991581410169601,president,executive
0.695142537355423,president,truth
0.8044289946556091,president,charges
0.837070420384407,president,claimed
0.7277588546276093,president,christian
0.6757465600967407,president,warren
0.8387964069843292,president,civil
0.6405380368232727,president,mayor
0.8726052790880203,president,economic
0.8666026592254639,president,majority
0.7397098243236542,president,families
0.876742497086525,president,senior
0.8329297006130219,president,hate
0.8310085982084274,president,collusion
0.7730171531438828,president,wall
0.7824985831975937,president,race
0.7592937052249908,president,source
0.9517719261348248,president,education
0.7903715074062347,president,kids
0.6772934794425964,president,buttigieg
0.8127956241369247,president,actions
0.7141192555427551,president,rule
0.738171398639679,president,flynn
0.8247000128030777,president,immigrants
0.7295067310333252,president,term
0.7674592435359955,president,bernie
0.7846586257219315,president,liberal
0.7570243626832962,president,migrants
0.7556648999452591,president,threat
0.7862254828214645,president,hope
0.8216045051813126,president,authorities
0.6915919482707977,president,documents
0.7598864734172821,president,chairman
0.7147594392299652,president,vice
0.7753989845514297,president,candidates
0.8424572646617889,president,countries
0.7941658794879913,president,doj
0.7516383975744247,president,surveillance
0.968381118029356,president,congressional
0.7567034661769867,president,society
0.8595552891492844,president,faith
0.8055993169546127,president,comey
0.8412619978189468,president,medical
0.6997151076793671,president,southern
0.7655595690011978,president,economy
0.8718593716621399,president,opinion
0.7836868166923523,president,alleged
0.9094155728816986,president,international
0.7457305192947388,president,class
0.8165680021047592,president,citizens
0.8180342465639114,president,star
0.8175298571586609,president,sexual
0.7777687311172485,president,union
0.8834625631570816,president,legislation
0.8616671711206436,president,british
0.7950601577758789,president,guilty
0.9003183990716934,president,jewish
0.7707090526819229,president,jews
0.7414594292640686,president,prison
0.8189667463302612,president,climate
0.8436710387468338,president,passed
0.7211896181106567,president,constitutional
0.8083682507276535,president,probe
0.8276120573282242,president,opposition
0.730426013469696,president,elected
0.7685469388961792,president,debate
0.8362321853637695,president,shooting
0.8328002542257309,president,gay
0.8160000890493393,president,primary
0.7482165396213531,president,minister
0.6505724191665649,president,conservatives
0.8005068004131317,president,asylum
0.8252498507499695,president,gender
0.7690341621637344,president,constitution
0.9816650915890932,president,progressive
0.8086538761854172,president,leadership
0.8209017664194107,president,testimony
0.8115143924951553,president,crimes
0.7174223065376282,president,homeland
0.7866804003715515,president,abortions
0.9340632259845734,president,officers
0.7824985086917877,president,florida
0.8569989949464798,president,terrorist
0.8688078969717026,president,ban
0.8382395952939987,president,dangerous
0.7909066528081894,president,reporters
0.7291005849838257,president,drug
0.8074212521314621,president,muslim
0.7619699537754059,president,tariffs
0.8653195649385452,president,chinese
0.6896856725215912,president,catholic
0.7680749893188477,president,georgia
0.8855318576097488,president,green
0.7748622894287109,president,racist
0.7832941710948944,president,reporter
0.7628603726625443,president,agencies
0.6966515779495239,president,veterans
0.7508444935083389,president,murder
0.7744837254285812,president,schools
0.8373716771602631,president,investigations
0.634520947933197,president,senator
0.7124674618244171,president,jobs
0.6901908218860626,president,employees
0.8554597198963165,president,financial
0.8022135943174362,president,authority
0.7394589483737946,president,fear
0.8356544375419617,president,nuclear
0.8204710781574249,president,red
0.7538589090108871,people,trump
0.7211155891418457,people,president
0.7903776466846466,people,state
0.7853237837553024,people,house
0.8057691901922226,people,report
0.8453375697135925,people,news
0.6774449348449707,people,mueller
0.7768183797597885,people,american
0.7965507209300995,people,government
0.852460503578186,people,law
0.5957768559455872,people,democrats
0.831416442990303,people,right
0.9247252866625786,people,campaign
0.683442234992981,people,states
0.7037655115127563,people,media
0.8483757823705673,people,department
0.6786922216415405,people,us
0.7377143800258636,people,barr
0.8089065849781036,people,political
0.813945472240448,people,white
0.7734754383563995,people,justice
0.8010350614786148,people,world
0.7445065677165985,people,public
0.9164580032229424,people,democratic
0.7019783556461334,people,country
0.8448788523674011,people,investigation
0.9105700626969337,people,court
0.8321976065635681,people,border
0.94666588306427,people,national
0.7878483384847641,people,left
0.8451330363750458,people,united
0.8013195842504501,people,fbi
0.8067733943462372,people,america
0.8661023676395416,people,abortion
0.9034114927053452,people,twitter
0.8416198790073395,people,administration
0.81617271900177,people,attorney
0.4497184753417969,people,women
0.7127145528793335,people,biden
0.7278905510902405,people,congress
0.48234474658966064,people,children
0.8877124488353729,people,party
0.8186528980731964,people,police
0.9266550466418266,people,bill
0.8728064596652985,people,security
0.8963243588805199,people,committee
0.7079596221446991,people,work
0.6129126846790314,people,man
0.8110414445400238,people,federal
0.789355605840683,people,washington
0.8543759435415268,people,election
0.9150605499744415,people,policy
0.7839637845754623,people,russia
0.8291924297809601,people,family
0.6414943337440491,people,officials
0.7666835188865662,people,anti
0.8593309372663498,people,counsel
0.7796912640333176,people,donald
0.7208265364170074,people,obama
0.8633947819471359,people,statement
0.9434084556996822,people,presidential
0.8163136839866638,people,power
0.7558600902557373,people,war
0.8132509738206863,people,rights
0.8493552654981613,people,foreign
0.4448978304862976,people,americans
0.7994692772626877,people,care
0.8576473742723465,people,social
0.7685153782367706,people,fact
0.8694756180047989,people,health
0.49044185876846313,people,students
0.7420440316200256,people,clinton
0.811003565788269,people,intelligence
0.7403496205806732,people,evidence
0.82514488697052,people,human
0.8607231676578522,people,deal
0.6673396825790405,people,believe
0.7808025479316711,people,senate
0.8836411610245705,people,free
0.6722887456417084,people,woman
0.7875190377235413,people,sanders
0.5063047707080841,people,men
0.9287828505039215,people,immigration
0.7939275056123734,people,change
0.8337649554014206,people,point
0.936365619301796,people,rep
0.8126409202814102,people,russian
0.8765161633491516,people,republican
0.8885603174567223,people,legal
0.9879924207925797,people,speech
0.7900423854589462,people,story
0.8313933610916138,people,decision
0.831032782793045,people,director
0.7862074226140976,people,system
0.7854044139385223,people,child
0.9101644530892372,people,tax
0.8234713971614838,people,mexico
0.7262593507766724,people,history
0.8054040670394897,people,money
0.9009441435337067,people,crime
0.8152976334095001,people,order
0.909095861017704,people,released
0.8809318393468857,people,plan
0.8829861134290695,people,military
0.8427536189556122,people,secretary
0.7732029557228088,people,vote
0.7430129051208496,people,illegal
0.6741043627262115,people,israel
0.7142348885536194,people,iran
0.7721668183803558,people,politics
0.8274522572755814,people,college
0.7527030408382416,people,working
0.7686677724123001,people,community
0.7846881449222565,people,death
0.71062833070755,people,china
0.7964020222425461,people,pelosi
0.7003858983516693,people,nation
0.5726050436496735,people,republicans
0.8430545181035995,people,control
0.7890843898057938,people,black
0.8443211913108826,people,god
0.8546326458454132,people,job
0.8532386720180511,people,california
0.8568694144487381,people,criminal
0.84714475274086,people,conservative
0.8261533230543137,people,candidate
0.7552352845668793,people,official
0.838403731584549,people,democrat
0.7889334708452225,people,cortez
0.7851194739341736,people,defense
0.7994978129863739,people,omar
0.8318090587854385,people,ocasio
0.911104291677475,people,impeachment
0.9663911238312721,people,press
0.8973109498620033,people,attack
0.8590249419212341,people,reports
0.7959649860858917,people,enforcement
0.7989293932914734,people,attacks
0.8566945195198059,people,laws
0.8165874928236008,people,accused
0.9395792037248611,people,supreme
0.7794671058654785,people,north
0.9031835645437241,people,leader
0.9190350994467735,people,church
0.8291940093040466,people,amendment
0.8337025791406631,people,crisis
0.9461034312844276,people,tweet
0.8038061559200287,people,gun
0.7990690469741821,people,hillary
0.8671010881662369,people,texas
0.8137104958295822,people,research
0.791257917881012,people,violence
0.7199292778968811,people,freedom
0.8219320774078369,people,policies
0.507079690694809,people,voters
0.9333307296037674,people,executive
0.7562645226716995,people,truth
0.7174156010150909,people,charges
0.9183669164776802,people,claimed
0.8101358562707901,people,christian
0.7421567440032959,people,warren
0.9323784187436104,people,civil
0.8230171501636505,people,mayor
0.950440313667059,people,economic
0.7262487709522247,people,majority
0.6050892770290375,people,families
0.8593989610671997,people,senior
0.7894957661628723,people,hate
0.8741271197795868,people,collusion
0.8022105246782303,people,wall
0.8189457654953003,people,race
0.7874228209257126,people,source
0.9299885109066963,people,education
0.5437784194946289,people,kids
0.7814228236675262,people,buttigieg
0.7680742591619492,people,actions
0.8474904894828796,people,rule
0.8387929648160934,people,flynn
0.7584407329559326,people,immigrants
0.8435720801353455,people,term
0.7209061086177826,people,bernie
0.7244153022766113,people,liberal
0.5961637198925018,people,migrants
0.903423547744751,people,threat
0.7390066981315613,people,hope
0.7744317352771759,people,authorities
0.6763584315776825,people,documents
0.7062641084194183,people,chairman
0.8154015094041824,people,vice
0.5393379330635071,people,candidates
0.6177235245704651,people,countries
0.7277823686599731,people,doj
0.8325119167566299,people,surveillance
0.9152891337871552,people,congressional
0.9144806265830994,people,society
0.8029787838459015,people,faith
0.8629849702119827,people,comey
0.8120684921741486,people,medical
0.8219326436519623,people,southern
0.7624965459108353,people,economy
0.8313562870025635,people,opinion
0.8071388602256775,people,alleged
0.7985848933458328,people,international
0.8154960721731186,people,class
0.7330726981163025,people,citizens
0.8517182320356369,people,star
0.8401962518692017,people,sexual
0.8385951220989227,people,union
0.8768061846494675,people,legislation
0.8254123032093048,people,british
0.82882359623909,people,guilty
0.76777483522892,people,jewish
0.6871948838233948,people,jews
0.6980845928192139,people,prison
0.9388074688613415,people,climate
0.8764308094978333,people,passed
0.9241642653942108,people,constitutional
0.817723736166954,people,probe
0.7478580176830292,people,opposition
0.8893711417913437,people,elected
0.8586177080869675,people,debate
0.7948286831378937,people,shooting
0.8256881535053253,people,gay
0.858365386724472,people,primary
0.802977666258812,people,minister
0.6755256950855255,people,conservatives
0.8140272796154022,people,asylum
0.8474974036216736,people,gender
0.8097964376211166,people,constitution
0.8746563047170639,people,progressive
0.8960142955183983,people,leadership
0.7859064191579819,people,testimony
0.6888983249664307,people,crimes
0.7328826487064362,people,homeland
0.7471907734870911,people,abortions
0.7852692306041718,people,officers
0.9335996359586716,people,florida
0.8798358216881752,people,terrorist
0.805071622133255,people,ban
0.8054329007863998,people,dangerous
0.7796196043491364,people,reporters
0.8817004859447479,people,drug
0.8227892369031906,people,muslim
0.8529796153306961,people,tariffs
0.8804055154323578,people,chinese
0.8899568021297455,people,catholic
0.7905939072370529,people,georgia
0.9741156995296478,people,green
0.7488782107830048,people,racist
0.943472359329462,people,reporter
0.6985215246677399,people,agencies
0.7606917768716812,people,veterans
0.7399070262908936,people,murder
0.8241462111473083,people,schools
0.8178676068782806,people,investigations
0.7628864794969559,people,senator
0.7086564898490906,people,jobs
0.5929884314537048,people,employees
0.8341028988361359,people,financial
0.7958910018205643,people,authority
0.7499859929084778,people,fear
0.8502288609743118,people,nuclear
0.79169762134552,people,red
0.759375274181366,state,trump
0.8136730492115021,state,president
0.7903776466846466,state,people
0.6965776085853577,state,house
0.8836575150489807,state,report
0.7579817026853561,state,news
0.755752831697464,state,mueller
0.6683738529682159,state,american
0.7242133915424347,state,government
0.7894873470067978,state,law
0.8035456836223602,state,democrats
0.8729867041110992,state,right
0.7300906479358673,state,campaign
0.6238942444324493,state,states
0.8126967549324036,state,media
0.6742030680179596,state,department
0.7516942024230957,state,us
0.8454939126968384,state,barr
0.810228019952774,state,political
0.7802345752716064,state,white
0.5626507103443146,state,justice
0.723333477973938,state,world
0.8753386437892914,state,public
0.6578645408153534,state,democratic
0.7806079238653183,state,country
0.8564812242984772,state,investigation
0.7082366943359375,state,court
0.7214623093605042,state,border
0.7321831583976746,state,national
0.8197962492704391,state,left
0.7409463226795197,state,united
0.735025942325592,state,fbi
0.8057875484228134,state,america
0.8110228329896927,state,abortion
0.8231623023748398,state,twitter
0.8158173561096191,state,administration
0.764390766620636,state,attorney
0.819428950548172,state,women
0.8315356075763702,state,biden
0.7461292743682861,state,congress
0.8259308487176895,state,children
0.7369454205036163,state,party
0.6877133548259735,state,police
0.7765655070543289,state,bill
0.7158869802951813,state,security
0.8241648226976395,state,committee
0.8137185722589493,state,work
0.8996227458119392,state,man
0.6224420666694641,state,federal
0.7102662920951843,state,washington
0.830256849527359,state,election
0.777896910905838,state,policy
0.8441902101039886,state,russia
0.7858161330223083,state,family
0.7601935118436813,state,officials
0.8598778694868088,state,anti
0.8281782567501068,state,counsel
0.8650007843971252,state,donald
0.7579205185174942,state,obama
0.8131514936685562,state,statement
0.6966014206409454,state,presidential
0.8310710936784744,state,power
0.8932539075613022,state,war
0.8201156258583069,state,rights
0.7648173272609711,state,foreign
0.8668194860219955,state,americans
0.9475870728492737,state,care
0.8195084482431412,state,social
0.8350178897380829,state,fact
0.7241545617580414,state,health
0.8043098896741867,state,students
0.806058794260025,state,clinton
0.6913737654685974,state,intelligence
0.795864924788475,state,evidence
0.8094842582941055,state,human
0.7837084531784058,state,deal
0.8978415876626968,state,believe
0.7639458477497101,state,senate
0.8107772469520569,state,free
0.9279697313904762,state,woman
0.8924363553524017,state,sanders
0.9020304307341576,state,men
0.7064478397369385,state,immigration
0.8224405944347382,state,change
0.7578354179859161,state,point
0.756064236164093,state,rep
0.8043168783187866,state,russian
0.6317274868488312,state,republican
0.7799521237611771,state,legal
0.8018102496862411,state,speech
0.7264376282691956,state,story
0.8307052850723267,state,decision
0.9399052448570728,state,director
0.9060324802994728,state,system
0.7413586676120758,state,child
0.8158362209796906,state,tax
0.8396962583065033,state,mexico
0.7586753964424133,state,history
0.8425533324480057,state,money
0.8400490283966064,state,crime
0.8961439281702042,state,order
0.7802976667881012,state,released
0.8888878226280212,state,plan
0.7558879554271698,state,military
0.7876190543174744,state,secretary
0.804548054933548,state,vote
0.7898022085428238,state,illegal
0.7337327897548676,state,israel
0.7793699353933334,state,iran
0.7993603944778442,state,politics
0.7555844038724899,state,college
0.865221232175827,state,working
0.8613945990800858,state,community
0.7635823488235474,state,death
0.7373723387718201,state,china
0.8517903238534927,state,pelosi
0.7026737332344055,state,nation
0.8637479096651077,state,republicans
0.7075853943824768,state,control
0.8149823993444443,state,black
0.7098966240882874,state,god
0.8882721737027168,state,job
0.6335010528564453,state,california
0.7943889647722244,state,criminal
0.7392449080944061,state,conservative
0.7452845871448517,state,candidate
0.832789957523346,state,official
0.7205575704574585,state,democrat
0.9008294194936752,state,cortez
0.6636642217636108,state,defense
0.8425380289554596,state,omar
0.7645635455846786,state,ocasio
0.7738239020109177,state,impeachment
0.7848903685808182,state,press
0.8613663166761398,state,attack
0.7557899653911591,state,reports
0.7096272110939026,state,enforcement
0.8010939508676529,state,attacks
0.8116664588451385,state,laws
0.6921162307262421,state,accused
0.6611219942569733,state,supreme
0.8275786191225052,state,north
0.8318305313587189,state,leader
0.9102694168686867,state,church
0.7288991212844849,state,amendment
0.7175023853778839,state,crisis
0.8142122328281403,state,tweet
0.8569615334272385,state,gun
0.8234811276197433,state,hillary
0.8042231053113937,state,texas
0.7823725640773773,state,research
0.7417642772197723,state,violence
0.9357816353440285,state,freedom
0.7932273000478745,state,policies
0.8206425756216049,state,voters
0.7430971562862396,state,executive
0.694345086812973,state,truth
0.8099960386753082,state,charges
0.7815303206443787,state,claimed
0.8410620391368866,state,christian
0.7887516766786575,state,warren
0.8684106022119522,state,civil
0.7483562529087067,state,mayor
0.8645197749137878,state,economic
0.7770690321922302,state,majority
0.8894848972558975,state,families
0.7427510917186737,state,senior
0.8257704526185989,state,hate
0.8332095295190811,state,collusion
0.8304407447576523,state,wall
0.713239848613739,state,race
0.8640407621860504,state,source
0.741461306810379,state,education
0.9333991631865501,state,kids
0.8177516162395477,state,buttigieg
0.8333109617233276,state,actions
0.7317419052124023,state,rule
0.7674582898616791,state,flynn
0.8343168795108795,state,immigrants
0.7582741230726242,state,term
0.7251092195510864,state,bernie
0.8555310070514679,state,liberal
0.79836106300354,state,migrants
0.8005451858043671,state,threat
0.8139637112617493,state,hope
0.7982853949069977,state,authorities
0.7132488489151001,state,documents
0.7246666550636292,state,chairman
0.8351967036724091,state,vice
0.8197374939918518,state,candidates
0.8411180526018143,state,countries
0.7737117409706116,state,doj
0.8099986612796783,state,surveillance
0.8016992062330246,state,congressional
0.8580220341682434,state,society
